scientific_name_original,scientific_name_MG,scientific_name_WFO,leaf_type,functional_leaf,virtually_no_leaves,archive_date,removal_reason
Nenax cinerea,Nenax cinerea,Nenax cinerea,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Nenax microphylla,Nenax microphylla,Nenax microphylla,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oedera genistifolia,Oedera genistifolia,Oedera genistifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oncosiphon grandiflorum,Oncosiphon grandiflorum,Oncosiphon grandiflorus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oncosiphon suffruticosum,Oncosiphon suffruticosum,Oncosiphon suffruticosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ophioglossum polyphyllum,Ophioglossum polyphyllum,Ophioglossum polyphyllum,frond,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ornithogalum rupestre,Ornithogalum multifolium,Eliokarmos rupestris,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ornithogalum pruinosum,Ornithogalum pruinosum,Eliokarmos pruinosus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Albuca secunda,Ornithogalum secundum,Coilonox secundum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ornithogalum tanquanum,Ornithogalum tanquanum,Ethesia tanquana,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ornithogalum xanthochlorum,Ornithogalum xanthochlorum,Ethesia xanthochlora,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ornithoglossum parviflorum,Ornithoglossum parviflorum,Ornithoglossum parviflorum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ornithoglossum viride,Ornithoglossum viride,Ornithoglossum viride,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Ornithoglossum vulgare,Ornithoglossum vulgare,Ornithoglossum vulgare,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum acanthospermum,Osteospermum acanthospermum,Osteospermum acanthospermum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum incanum subsp. incanum,Osteospermum incanum,Chrysanthemoides incana,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum leptolobum,Osteospermum leptolobum,Osteospermum leptolobum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum scariosum,Osteospermum scariosum,Osteospermum scariosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum sinuatum,Osteospermum sinuatum,Osteospermum sinuatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum spinescens,Osteospermum spinescens,Osteospermum spinescens,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Otholobium candicans,Otholobium candicans,Psoralea candicans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Otholobium arborescens,Otholobium arborescens,Psoralea arborescens,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Otholobium candicans,Otholobium candicans,Psoralea candicans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna cylindrica,Othonna cylindrica,Othonna cylindrica,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna hederifolia,Othonna hederifolia,Othonna hederifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna pteronioides,Othonna pteronioides,Othonna pteronioides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna protecta,Othonna rechingeri,Othonna protecta,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna undulosa,Othonna undulosa,Othonna undulosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis flava,Oxalis flava,Oxalis flava,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis luteola,Oxalis luteola,Oxalis luteola,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis pardalis,Oxalis massoniana var. massoniana,Oxalis pardalis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis pes-caprae,Oxalis pes-caprae,Oxalis pes-caprae,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis pocockiae,Oxalis pocockiae,Oxalis pocockiae,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium abrotanifolium,Pelargonium abrotanifolium,Pelargonium abrotanifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium articulatum,Pelargonium articulatum,Pelargonium articulatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium polycephalum,Pelargonium cf. polycephalum,Pelargonium polycephalum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium crithmifolium,Pelargonium crithifolium,Pelargonium crithmifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium magenteum,Pelargonium magenteum,Pelargonium magenteum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium moniliforme,Pelargonium monoliforme,Pelargonium moniliforme,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium oreophilum,Pelargonium oreophilum,Pelargonium oreophilum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium praemorsum,Pelargonium praemorsum,Pelargonium praemorsum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
