scientific_name_original,scientific_name_MG,functional_twig,removal_date,removal_reason
Atriplex cinerea,Atriplex cinerea subsp. bolusii,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Atriplex lindleyi,Atriplex lindleyi,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Atriplex semibaccata,Atriplex semibaccata,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Augea capensis,Augea capensis,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana flabellifolia,Babiana flabellifolia,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana framesii,Babiana framesii,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana pauciflora,Babiana pauciflora,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana sambucina,Babiana sambucina var. longibracteata,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana spathacea,Babiana spathaceae,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berkheya eriobasis,Berkheya eriobasis,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berkheya fruticosa,Berkheya fruticosa,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berkheya glabrata,Berkheya glabrata,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berkheya heterophylla,Berkheya heterophylla,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berkheya onobromoides,Berkheya onobromoides,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Boophane disticha,Boophane disticha,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Bromus pectinatus,Bromus pectinatus,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Brunsvigia bosmaniae,Brunsvigia bosmaniae,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Brunsvigia striata,Brunsvigia cf. minor,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Bulbine aloides,Bulbine aloides,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Bulbinella nutans,Bulbine nutans,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Bulbine praemorsa,Bulbine praemorsa,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Bulbine succulenta,Bulbine succulenta,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Bulbine torta,Bulbine torta,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Capsella bursa-pastoris,Capsella bursa-pastoris,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cephalophyllum curtophyllum,Cephalophyllum curtophyllum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cephalophyllum framesii,Cephalophyllum framesii,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cephalophyllum hallii,Cephalophyllum hallii,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Chaenostoma caeruleum,Chaenostoma caeruleum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Chaetobromus involucratus,Chaetobromus involucratus,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cheiridopsis namaquensis,Cheiridopsis namaquensis,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Chlorophytum undulatum,Chlorophytum undulatum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Chrysocoma oblongifolia,Chrysocoma oblongifolia,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cladoraphis spinosa,Cladoraphis spinosa,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cleretum bellidiforme,Cleretum bellidiforme,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cleretum lyratifolium,Cleretum lyratifolium,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cleretum maughanii,Cleretum maughanii,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cleretum papulosum,Cleretum papulosum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Cliffortia arborea,Cliffortia arborea,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Colchicum albomarginatum,Colchicum albomarginatum,0,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
